Relative density,Number of polygonal cells,Mean of cell edge number,Variance of cell edge number,Skewness of cell edge number,Kurtosis of cell edge number,Mean of cell area,Variance of cell area,Skewness of cell area,Kurtosis of cell area,Mean of cell compactness,Variance of cell compactness,Skewness of cell compactness,Kurtosis of cell compactness,Mean of cell eccentricity,Variance of cell eccentricity,Skewness of cell eccentricity,Kurtosis of cell eccentricity,Mean of strut length,Variance of strut length,Skewness of strut length,Kurtosis of strut length,Mean of strut orientation,Variance of strut orientation,Skewness of strut orientation,Kurtosis of strut orientation,Mean of nodal connectivity,Variance of nodal connectivity,Skewness of nodal connectivity,Kurtosis of nodal connectivity,Mean of neighboring seed distance,Variance of neighboring seed distance,Skewness of neighboring seed distance,Kurtosis of neighboring seed distance,Mean of neighboring seed angle sine,Variance of neighboring seed angle sine,Skewness of neighboring seed angle sine,Kurtosis of neighboring seed angle sine,Mean of neighboring seed angle cosine,Variance of neighboring seed angle cosine,Skewness of neighboring seed angle cosine,Kurtosis of neighboring seed angle cosine,Relative stiffness
0.15,981,4.0571,0.65184,0.43148,2.8336,0.00064175,3.21E-09,0.085649,2.8151,0.64717,0.0011943,0.24384,2.4855,0.89676,0.0042195,-0.50407,2.6671,0.027822,0.00017288,-1.0582,2.2821,47.474,715.69,0.42967,1.7304,3.9428,1.132,0.67981,2.08,0.020195,3.82E-06,0.92149,4.0531,-0.0014265,0.023082,0.024145,2.7124,-0.0021794,0.022314,-0.037953,2.5442,0.032731
0.2,981,4.0571,0.65184,0.43148,2.8336,0.00064175,3.21E-09,0.085649,2.8151,0.64717,0.0011943,0.24384,2.4855,0.89676,0.0042195,-0.50407,2.6671,0.027822,0.00017288,-1.0582,2.2821,47.474,715.69,0.42967,1.7304,3.9428,1.132,0.67981,2.08,0.020195,3.82E-06,0.92149,4.0531,-0.0014265,0.023082,0.024145,2.7124,-0.0021794,0.022314,-0.037953,2.5442,0.049914
0.01,771,4.0389,0.64264,0.35364,2.688,0.00083242,7.06E-09,-0.078519,2.9055,0.64572,0.0011981,0.21757,2.3546,0.89164,0.0043595,-0.62213,3.0283,0.031683,0.00022727,-1.0472,2.2562,48.226,734.99,0.3802,1.679,3.9811,1.1953,0.66388,2.0287,0.022925,5.10E-06,0.8045,4.0316,-0.0013613,0.021969,-0.042767,2.6756,0.0030666,0.022918,-0.01726,2.723,0.00076448
0.05,771,4.0389,0.64264,0.35364,2.688,0.00083242,7.06E-09,-0.078519,2.9055,0.64572,0.0011981,0.21757,2.3546,0.89164,0.0043595,-0.62213,3.0283,0.031683,0.00022727,-1.0472,2.2562,48.226,734.99,0.3802,1.679,3.9811,1.1953,0.66388,2.0287,0.022925,5.10E-06,0.8045,4.0316,-0.0013613,0.021969,-0.042767,2.6756,0.0030666,0.022918,-0.01726,2.723,0.0064304
0.1,771,4.0389,0.64264,0.35364,2.688,0.00083242,7.06E-09,-0.078519,2.9055,0.64572,0.0011981,0.21757,2.3546,0.89164,0.0043595,-0.62213,3.0283,0.031683,0.00022727,-1.0472,2.2562,48.226,734.99,0.3802,1.679,3.9811,1.1953,0.66388,2.0287,0.022925,5.10E-06,0.8045,4.0316,-0.0013613,0.021969,-0.042767,2.6756,0.0030666,0.022918,-0.01726,2.723,0.018226
0.15,771,4.0389,0.64264,0.35364,2.688,0.00083242,7.06E-09,-0.078519,2.9055,0.64572,0.0011981,0.21757,2.3546,0.89164,0.0043595,-0.62213,3.0283,0.031683,0.00022727,-1.0472,2.2562,48.226,734.99,0.3802,1.679,3.9811,1.1953,0.66388,2.0287,0.022925,5.10E-06,0.8045,4.0316,-0.0013613,0.021969,-0.042767,2.6756,0.0030666,0.022918,-0.01726,2.723,0.033325
0.2,771,4.0389,0.64264,0.35364,2.688,0.00083242,7.06E-09,-0.078519,2.9055,0.64572,0.0011981,0.21757,2.3546,0.89164,0.0043595,-0.62213,3.0283,0.031683,0.00022727,-1.0472,2.2562,48.226,734.99,0.3802,1.679,3.9811,1.1953,0.66388,2.0287,0.022925,5.10E-06,0.8045,4.0316,-0.0013613,0.021969,-0.042767,2.6756,0.0030666,0.022918,-0.01726,2.723,0.050535
0.01,1021,4.0891,0.83617,0.62375,3.0976,0.00062749,7.52E-09,0.18073,2.8342,0.64856,0.0015768,0.29613,2.359,0.8883,0.005044,-0.8352,3.9671,0.027251,0.00016689,-1.024,2.2345,47.244,712.5,0.43768,1.7639,3.9229,1.1237,0.74486,2.196,0.019718,3.36E-06,0.71407,3.6324,0.002224,0.021746,-0.018651,2.5577,0.00080399,0.021037,-0.095284,2.4205,0.00033829
0.05,1021,4.0891,0.83617,0.62375,3.0976,0.00062749,7.52E-09,0.18073,2.8342,0.64856,0.0015768,0.29613,2.359,0.8883,0.005044,-0.8352,3.9671,0.027251,0.00016689,-1.024,2.2345,47.244,712.5,0.43768,1.7639,3.9229,1.1237,0.74486,2.196,0.019718,3.36E-06,0.71407,3.6324,0.002224,0.021746,-0.018651,2.5577,0.00080399,0.021037,-0.095284,2.4205,0.0050737
0.1,1021,4.0891,0.83617,0.62375,3.0976,0.00062749,7.52E-09,0.18073,2.8342,0.64856,0.0015768,0.29613,2.359,0.8883,0.005044,-0.8352,3.9671,0.027251,0.00016689,-1.024,2.2345,47.244,712.5,0.43768,1.7639,3.9229,1.1237,0.74486,2.196,0.019718,3.36E-06,0.71407,3.6324,0.002224,0.021746,-0.018651,2.5577,0.00080399,0.021037,-0.095284,2.4205,0.016527
0.15,1021,4.0891,0.83617,0.62375,3.0976,0.00062749,7.52E-09,0.18073,2.8342,0.64856,0.0015768,0.29613,2.359,0.8883,0.005044,-0.8352,3.9671,0.027251,0.00016689,-1.024,2.2345,47.244,712.5,0.43768,1.7639,3.9229,1.1237,0.74486,2.196,0.019718,3.36E-06,0.71407,3.6324,0.002224,0.021746,-0.018651,2.5577,0.00080399,0.021037,-0.095284,2.4205,0.031496
0.2,1021,4.0891,0.83617,0.62375,3.0976,0.00062749,7.52E-09,0.18073,2.8342,0.64856,0.0015768,0.29613,2.359,0.8883,0.005044,-0.8352,3.9671,0.027251,0.00016689,-1.024,2.2345,47.244,712.5,0.43768,1.7639,3.9229,1.1237,0.74486,2.196,0.019718,3.36E-06,0.71407,3.6324,0.002224,0.021746,-0.018651,2.5577,0.00080399,0.021037,-0.095284,2.4205,0.048672
0.01,1560,4.1974,1.013,0.76823,3.6283,0.00041002,5.34E-09,0.35041,3.0979,0.65423,0.0020077,0.39343,2.6037,0.88376,0.005277,-0.60117,2.9534,0.021193,0.00011,-0.8716,1.9606,46.995,715.25,0.38765,1.7879,3.8126,0.97532,0.88774,2.5449,0.015883,2.64E-06,0.78059,3.7296,0.0014868,0.02091,-0.088523,2.649,0.0013501,0.019346,0.019825,2.7198,0.00018835
0.05,1560,4.1974,1.013,0.76823,3.6283,0.00041002,5.34E-09,0.35041,3.0979,0.65423,0.0020077,0.39343,2.6037,0.88376,0.005277,-0.60117,2.9534,0.021193,0.00011,-0.8716,1.9606,46.995,715.25,0.38765,1.7879,3.8126,0.97532,0.88774,2.5449,0.015883,2.64E-06,0.78059,3.7296,0.0014868,0.02091,-0.088523,2.649,0.0013501,0.019346,0.019825,2.7198,0.0045848
0.1,1560,4.1974,1.013,0.76823,3.6283,0.00041002,5.34E-09,0.35041,3.0979,0.65423,0.0020077,0.39343,2.6037,0.88376,0.005277,-0.60117,2.9534,0.021193,0.00011,-0.8716,1.9606,46.995,715.25,0.38765,1.7879,3.8126,0.97532,0.88774,2.5449,0.015883,2.64E-06,0.78059,3.7296,0.0014868,0.02091,-0.088523,2.649,0.0013501,0.019346,0.019825,2.7198,0.015265
0.15,1560,4.1974,1.013,0.76823,3.6283,0.00041002,5.34E-09,0.35041,3.0979,0.65423,0.0020077,0.39343,2.6037,0.88376,0.005277,-0.60117,2.9534,0.021193,0.00011,-0.8716,1.9606,46.995,715.25,0.38765,1.7879,3.8126,0.97532,0.88774,2.5449,0.015883,2.64E-06,0.78059,3.7296,0.0014868,0.02091,-0.088523,2.649,0.0013501,0.019346,0.019825,2.7198,0.029547
0.2,1560,4.1974,1.013,0.76823,3.6283,0.00041002,5.34E-09,0.35041,3.0979,0.65423,0.0020077,0.39343,2.6037,0.88376,0.005277,-0.60117,2.9534,0.021193,0.00011,-0.8716,1.9606,46.995,715.25,0.38765,1.7879,3.8126,0.97532,0.88774,2.5449,0.015883,2.64E-06,0.78059,3.7296,0.0014868,0.02091,-0.088523,2.649,0.0013501,0.019346,0.019825,2.7198,0.046133
0.01,1353,4.3525,1.4133,0.91364,3.7972,0.00047113,1.07E-08,0.30209,3.3235,0.65979,0.002693,0.45542,2.58,0.88253,0.0057716,-0.63269,3.0483,0.021812,0.00012869,-0.72586,1.756,47.207,721.39,0.34787,1.7668,3.6979,0.87343,1.1056,3.0682,0.016843,3.77E-06,0.51932,3.2045,0.0012256,0.019031,-0.024584,2.7206,-0.00030904,0.019745,-0.048178,2.5997,8.25E-05
0.05,1353,4.3525,1.4133,0.91364,3.7972,0.00047113,1.07E-08,0.30209,3.3235,0.65979,0.002693,0.45542,2.58,0.88253,0.0057716,-0.63269,3.0483,0.021812,0.00012869,-0.72586,1.756,47.207,721.39,0.34787,1.7668,3.6979,0.87343,1.1056,3.0682,0.016843,3.77E-06,0.51932,3.2045,0.0012256,0.019031,-0.024584,2.7206,-0.00030904,0.019745,-0.048178,2.5997,0.0034187
0.1,1353,4.3525,1.4133,0.91364,3.7972,0.00047113,1.07E-08,0.30209,3.3235,0.65979,0.002693,0.45542,2.58,0.88253,0.0057716,-0.63269,3.0483,0.021812,0.00012869,-0.72586,1.756,47.207,721.39,0.34787,1.7668,3.6979,0.87343,1.1056,3.0682,0.016843,3.77E-06,0.51932,3.2045,0.0012256,0.019031,-0.024584,2.7206,-0.00030904,0.019745,-0.048178,2.5997,0.013351
0.15,1353,4.3525,1.4133,0.91364,3.7972,0.00047113,1.07E-08,0.30209,3.3235,0.65979,0.002693,0.45542,2.58,0.88253,0.0057716,-0.63269,3.0483,0.021812,0.00012869,-0.72586,1.756,47.207,721.39,0.34787,1.7668,3.6979,0.87343,1.1056,3.0682,0.016843,3.77E-06,0.51932,3.2045,0.0012256,0.019031,-0.024584,2.7206,-0.00030904,0.019745,-0.048178,2.5997,0.027334
0.2,1353,4.3525,1.4133,0.91364,3.7972,0.00047113,1.07E-08,0.30209,3.3235,0.65979,0.002693,0.45542,2.58,0.88253,0.0057716,-0.63269,3.0483,0.021812,0.00012869,-0.72586,1.756,47.207,721.39,0.34787,1.7668,3.6979,0.87343,1.1056,3.0682,0.016843,3.77E-06,0.51932,3.2045,0.0012256,0.019031,-0.024584,2.7206,-0.00030904,0.019745,-0.048178,2.5997,0.043852
0.01,1285,4.6163,0.80674,0.30086,3.123,0.00049917,3.02E-09,-0.039139,2.9643,0.67861,0.001824,-0.067217,2.657,0.89068,0.0058552,-0.90169,3.8549,0.020953,0.00013397,-0.5487,1.5128,46.541,714.84,0.21347,1.7513,3.5284,0.62278,1.3721,4.0158,0.017813,4.73E-06,0.43011,2.8253,-0.00031761,0.016062,0.051712,2.6585,-0.0034106,0.015972,0.017613,2.8004,2.96E-05
0.05,1285,4.6163,0.80674,0.30086,3.123,0.00049917,3.02E-09,-0.039139,2.9643,0.67861,0.001824,-0.067217,2.657,0.89068,0.0058552,-0.90169,3.8549,0.020953,0.00013397,-0.5487,1.5128,46.541,714.84,0.21347,1.7513,3.5284,0.62278,1.3721,4.0158,0.017813,4.73E-06,0.43011,2.8253,-0.00031761,0.016062,0.051712,2.6585,-0.0034106,0.015972,0.017613,2.8004,0.0024169
0.1,1285,4.6163,0.80674,0.30086,3.123,0.00049917,3.02E-09,-0.039139,2.9643,0.67861,0.001824,-0.067217,2.657,0.89068,0.0058552,-0.90169,3.8549,0.020953,0.00013397,-0.5487,1.5128,46.541,714.84,0.21347,1.7513,3.5284,0.62278,1.3721,4.0158,0.017813,4.73E-06,0.43011,2.8253,-0.00031761,0.016062,0.051712,2.6585,-0.0034106,0.015972,0.017613,2.8004,0.011137
0.15,1285,4.6163,0.80674,0.30086,3.123,0.00049917,3.02E-09,-0.039139,2.9643,0.67861,0.001824,-0.067217,2.657,0.89068,0.0058552,-0.90169,3.8549,0.020953,0.00013397,-0.5487,1.5128,46.541,714.84,0.21347,1.7513,3.5284,0.62278,1.3721,4.0158,0.017813,4.73E-06,0.43011,2.8253,-0.00031761,0.016062,0.051712,2.6585,-0.0034106,0.015972,0.017613,2.8004,0.024194
0.2,1285,4.6163,0.80674,0.30086,3.123,0.00049917,3.02E-09,-0.039139,2.9643,0.67861,0.001824,-0.067217,2.657,0.89068,0.0058552,-0.90169,3.8549,0.020953,0.00013397,-0.5487,1.5128,46.541,714.84,0.21347,1.7513,3.5284,0.62278,1.3721,4.0158,0.017813,4.73E-06,0.43011,2.8253,-0.00031761,0.016062,0.051712,2.6585,-0.0034106,0.015972,0.017613,2.8004,0.040064
0.01,769,4.6229,0.82114,0.24638,2.859,0.00083302,9.83E-09,0.11902,2.8735,0.67894,0.001826,-0.1658,2.6068,0.88903,0.0059703,-0.91892,4.1576,0.027085,0.00022368,-0.53835,1.515,46.947,699.7,0.19275,1.7874,3.5378,0.66532,1.3887,3.9851,0.023217,7.02E-06,0.26525,2.4193,-0.0004597,0.015749,-0.0079395,2.82,0.00046275,0.016394,-0.16883,2.934,2.54E-05
0.05,769,4.6229,0.82114,0.24638,2.859,0.00083302,9.83E-09,0.11902,2.8735,0.67894,0.001826,-0.1658,2.6068,0.88903,0.0059703,-0.91892,4.1576,0.027085,0.00022368,-0.53835,1.515,46.947,699.7,0.19275,1.7874,3.5378,0.66532,1.3887,3.9851,0.023217,7.02E-06,0.26525,2.4193,-0.0004597,0.015749,-0.0079395,2.82,0.00046275,0.016394,-0.16883,2.934,0.0021647
0.1,769,4.6229,0.82114,0.24638,2.859,0.00083302,9.83E-09,0.11902,2.8735,0.67894,0.001826,-0.1658,2.6068,0.88903,0.0059703,-0.91892,4.1576,0.027085,0.00022368,-0.53835,1.515,46.947,699.7,0.19275,1.7874,3.5378,0.66532,1.3887,3.9851,0.023217,7.02E-06,0.26525,2.4193,-0.0004597,0.015749,-0.0079395,2.82,0.00046275,0.016394,-0.16883,2.934,0.010347
0.15,769,4.6229,0.82114,0.24638,2.859,0.00083302,9.83E-09,0.11902,2.8735,0.67894,0.001826,-0.1658,2.6068,0.88903,0.0059703,-0.91892,4.1576,0.027085,0.00022368,-0.53835,1.515,46.947,699.7,0.19275,1.7874,3.5378,0.66532,1.3887,3.9851,0.023217,7.02E-06,0.26525,2.4193,-0.0004597,0.015749,-0.0079395,2.82,0.00046275,0.016394,-0.16883,2.934,0.022764
0.2,769,4.6229,0.82114,0.24638,2.859,0.00083302,9.83E-09,0.11902,2.8735,0.67894,0.001826,-0.1658,2.6068,0.88903,0.0059703,-0.91892,4.1576,0.027085,0.00022368,-0.53835,1.515,46.947,699.7,0.19275,1.7874,3.5378,0.66532,1.3887,3.9851,0.023217,7.02E-06,0.26525,2.4193,-0.0004597,0.015749,-0.0079395,2.82,0.00046275,0.016394,-0.16883,2.934,0.037954
0.01,1402,4.6113,0.91873,0.26791,2.8008,0.00045084,4.94E-09,-0.015018,2.8521,0.67978,0.0022745,-0.098657,2.5289,0.88566,0.0071538,-1.0709,4.2612,0.019895,0.00011735,-0.54252,1.5327,46.337,690.31,0.227,1.8371,3.5321,0.63679,1.3841,4.0398,0.016836,4.57E-06,0.48252,2.9482,0.0019781,0.015815,-0.055543,2.7196,0.0010594,0.017114,-0.071088,2.6679,2.34E-05
0.05,1402,4.6113,0.91873,0.26791,2.8008,0.00045084,4.94E-09,-0.015018,2.8521,0.67978,0.0022745,-0.098657,2.5289,0.88566,0.0071538,-1.0709,4.2612,0.019895,0.00011735,-0.54252,1.5327,46.337,690.31,0.227,1.8371,3.5321,0.63679,1.3841,4.0398,0.016836,4.57E-06,0.48252,2.9482,0.0019781,0.015815,-0.055543,2.7196,0.0010594,0.017114,-0.071088,2.6679,0.0020517
0.1,1402,4.6113,0.91873,0.26791,2.8008,0.00045084,4.94E-09,-0.015018,2.8521,0.67978,0.0022745,-0.098657,2.5289,0.88566,0.0071538,-1.0709,4.2612,0.019895,0.00011735,-0.54252,1.5327,46.337,690.31,0.227,1.8371,3.5321,0.63679,1.3841,4.0398,0.016836,4.57E-06,0.48252,2.9482,0.0019781,0.015815,-0.055543,2.7196,0.0010594,0.017114,-0.071088,2.6679,0.010006
0.15,1402,4.6113,0.91873,0.26791,2.8008,0.00045084,4.94E-09,-0.015018,2.8521,0.67978,0.0022745,-0.098657,2.5289,0.88566,0.0071538,-1.0709,4.2612,0.019895,0.00011735,-0.54252,1.5327,46.337,690.31,0.227,1.8371,3.5321,0.63679,1.3841,4.0398,0.016836,4.57E-06,0.48252,2.9482,0.0019781,0.015815,-0.055543,2.7196,0.0010594,0.017114,-0.071088,2.6679,0.022303
0.2,1402,4.6113,0.91873,0.26791,2.8008,0.00045084,4.94E-09,-0.015018,2.8521,0.67978,0.0022745,-0.098657,2.5289,0.88566,0.0071538,-1.0709,4.2612,0.019895,0.00011735,-0.54252,1.5327,46.337,690.31,0.227,1.8371,3.5321,0.63679,1.3841,4.0398,0.016836,4.57E-06,0.48252,2.9482,0.0019781,0.015815,-0.055543,2.7196,0.0010594,0.017114,-0.071088,2.6679,0.037408
0.01,945,4.7016,1.074,0.40257,3.0867,0.00068648,1.71E-08,0.056171,2.8905,0.68347,0.0026565,0.0038576,2.6238,0.87626,0.0072819,-0.86553,3.5774,0.024086,0.00017579,-0.49243,1.4999,46.144,692.35,0.21578,1.8258,3.4832,0.59419,1.5409,4.6005,0.020468,7.24E-06,0.33169,2.5926,0.001209,0.015627,0.087812,2.8304,0.0021689,0.016477,0.038946,2.745,1.94E-05
0.05,945,4.7016,1.074,0.40257,3.0867,0.00068648,1.71E-08,0.056171,2.8905,0.68347,0.0026565,0.0038576,2.6238,0.87626,0.0072819,-0.86553,3.5774,0.024086,0.00017579,-0.49243,1.4999,46.144,692.35,0.21578,1.8258,3.4832,0.59419,1.5409,4.6005,0.020468,7.24E-06,0.33169,2.5926,0.001209,0.015627,0.087812,2.8304,0.0021689,0.016477,0.038946,2.745,0.0018694
0.1,945,4.7016,1.074,0.40257,3.0867,0.00068648,1.71E-08,0.056171,2.8905,0.68347,0.0026565,0.0038576,2.6238,0.87626,0.0072819,-0.86553,3.5774,0.024086,0.00017579,-0.49243,1.4999,46.144,692.35,0.21578,1.8258,3.4832,0.59419,1.5409,4.6005,0.020468,7.24E-06,0.33169,2.5926,0.001209,0.015627,0.087812,2.8304,0.0021689,0.016477,0.038946,2.745,0.0096419
0.15,945,4.7016,1.074,0.40257,3.0867,0.00068648,1.71E-08,0.056171,2.8905,0.68347,0.0026565,0.0038576,2.6238,0.87626,0.0072819,-0.86553,3.5774,0.024086,0.00017579,-0.49243,1.4999,46.144,692.35,0.21578,1.8258,3.4832,0.59419,1.5409,4.6005,0.020468,7.24E-06,0.33169,2.5926,0.001209,0.015627,0.087812,2.8304,0.0021689,0.016477,0.038946,2.745,0.021973
0.2,945,4.7016,1.074,0.40257,3.0867,0.00068648,1.71E-08,0.056171,2.8905,0.68347,0.0026565,0.0038576,2.6238,0.87626,0.0072819,-0.86553,3.5774,0.024086,0.00017579,-0.49243,1.4999,46.144,692.35,0.21578,1.8258,3.4832,0.59419,1.5409,4.6005,0.020468,7.24E-06,0.33169,2.5926,0.001209,0.015627,0.087812,2.8304,0.0021689,0.016477,0.038946,2.745,0.037232
0.01,876,4.6941,1.2549,0.55385,3.4505,0.00073751,3.05E-08,0.31359,3.3282,0.68258,0.0033677,-0.039318,2.6777,0.87601,0.0079506,-0.96053,3.8551,0.024876,0.00018514,-0.46747,1.5101,46.196,706.94,0.22601,1.802,3.4845,0.57322,1.4573,4.2857,0.021311,7.76E-06,0.26922,2.4625,0.00054587,0.01665,0.0059643,2.7807,0.0004256,0.015635,-0.015331,2.6419,1.71E-05
0.05,876,4.6941,1.2549,0.55385,3.4505,0.00073751,3.05E-08,0.31359,3.3282,0.68258,0.0033677,-0.039318,2.6777,0.87601,0.0079506,-0.96053,3.8551,0.024876,0.00018514,-0.46747,1.5101,46.196,706.94,0.22601,1.802,3.4845,0.57322,1.4573,4.2857,0.021311,7.76E-06,0.26922,2.4625,0.00054587,0.01665,0.0059643,2.7807,0.0004256,0.015635,-0.015331,2.6419,0.0016908
0.1,876,4.6941,1.2549,0.55385,3.4505,0.00073751,3.05E-08,0.31359,3.3282,0.68258,0.0033677,-0.039318,2.6777,0.87601,0.0079506,-0.96053,3.8551,0.024876,0.00018514,-0.46747,1.5101,46.196,706.94,0.22601,1.802,3.4845,0.57322,1.4573,4.2857,0.021311,7.76E-06,0.26922,2.4625,0.00054587,0.01665,0.0059643,2.7807,0.0004256,0.015635,-0.015331,2.6419,0.0090006
0.15,876,4.6941,1.2549,0.55385,3.4505,0.00073751,3.05E-08,0.31359,3.3282,0.68258,0.0033677,-0.039318,2.6777,0.87601,0.0079506,-0.96053,3.8551,0.024876,0.00018514,-0.46747,1.5101,46.196,706.94,0.22601,1.802,3.4845,0.57322,1.4573,4.2857,0.021311,7.76E-06,0.26922,2.4625,0.00054587,0.01665,0.0059643,2.7807,0.0004256,0.015635,-0.015331,2.6419,0.020882
0.2,876,4.6941,1.2549,0.55385,3.4505,0.00073751,3.05E-08,0.31359,3.3282,0.68258,0.0033677,-0.039318,2.6777,0.87601,0.0079506,-0.96053,3.8551,0.024876,0.00018514,-0.46747,1.5101,46.196,706.94,0.22601,1.802,3.4845,0.57322,1.4573,4.2857,0.021311,7.76E-06,0.26922,2.4625,0.00054587,0.01665,0.0059643,2.7807,0.0004256,0.015635,-0.015331,2.6419,0.035805
0.01,1453,4.9112,0.85919,0.2442,3.0623,0.0004363,3.33E-09,0.0072546,2.7854,0.70167,0.0025226,-0.17183,2.693,0.85884,0.010808,-0.96284,3.7324,0.018054,0.00010467,-0.32326,1.4218,46.039,692.84,0.10218,1.8038,3.375,0.4314,1.7376,5.4716,0.016783,5.08E-06,0.244,2.6604,-0.00088482,0.013585,0.058074,2.8437,-0.000124,0.013785,0.0053908,2.8049,1.09E-05
0.05,1453,4.9112,0.85919,0.2442,3.0623,0.0004363,3.33E-09,0.0072546,2.7854,0.70167,0.0025226,-0.17183,2.693,0.85884,0.010808,-0.96284,3.7324,0.018054,0.00010467,-0.32326,1.4218,46.039,692.84,0.10218,1.8038,3.375,0.4314,1.7376,5.4716,0.016783,5.08E-06,0.244,2.6604,-0.00088482,0.013585,0.058074,2.8437,-0.000124,0.013785,0.0053908,2.8049,0.0012109
0.1,1453,4.9112,0.85919,0.2442,3.0623,0.0004363,3.33E-09,0.0072546,2.7854,0.70167,0.0025226,-0.17183,2.693,0.85884,0.010808,-0.96284,3.7324,0.018054,0.00010467,-0.32326,1.4218,46.039,692.84,0.10218,1.8038,3.375,0.4314,1.7376,5.4716,0.016783,5.08E-06,0.244,2.6604,-0.00088482,0.013585,0.058074,2.8437,-0.000124,0.013785,0.0053908,2.8049,0.0072094
0.15,1453,4.9112,0.85919,0.2442,3.0623,0.0004363,3.33E-09,0.0072546,2.7854,0.70167,0.0025226,-0.17183,2.693,0.85884,0.010808,-0.96284,3.7324,0.018054,0.00010467,-0.32326,1.4218,46.039,692.84,0.10218,1.8038,3.375,0.4314,1.7376,5.4716,0.016783,5.08E-06,0.244,2.6604,-0.00088482,0.013585,0.058074,2.8437,-0.000124,0.013785,0.0053908,2.8049,0.01768
0.2,1453,4.9112,0.85919,0.2442,3.0623,0.0004363,3.33E-09,0.0072546,2.7854,0.70167,0.0025226,-0.17183,2.693,0.85884,0.010808,-0.96284,3.7324,0.018054,0.00010467,-0.32326,1.4218,46.039,692.84,0.10218,1.8038,3.375,0.4314,1.7376,5.4716,0.016783,5.08E-06,0.244,2.6604,-0.00088482,0.013585,0.058074,2.8437,-0.000124,0.013785,0.0053908,2.8049,0.031217
0.01,1367,4.9093,0.9127,0.31772,3.1885,0.00046511,4.64E-09,0.0070675,2.8218,0.70321,0.0026253,-0.23313,2.7143,0.85775,0.01105,-1.021,3.9568,0.018649,0.0001089,-0.32841,1.4394,45.937,692.88,0.098965,1.8102,3.3744,0.41488,1.6904,5.3287,0.017365,5.33E-06,0.19178,2.7033,-0.00015107,0.013268,0.010899,2.9033,0.00193,0.013147,-0.020002,2.9562,9.72E-06
0.05,1367,4.9093,0.9127,0.31772,3.1885,0.00046511,4.64E-09,0.0070675,2.8218,0.70321,0.0026253,-0.23313,2.7143,0.85775,0.01105,-1.021,3.9568,0.018649,0.0001089,-0.32841,1.4394,45.937,692.88,0.098965,1.8102,3.3744,0.41488,1.6904,5.3287,0.017365,5.33E-06,0.19178,2.7033,-0.00015107,0.013268,0.010899,2.9033,0.00193,0.013147,-0.020002,2.9562,0.001086
0.1,1367,4.9093,0.9127,0.31772,3.1885,0.00046511,4.64E-09,0.0070675,2.8218,0.70321,0.0026253,-0.23313,2.7143,0.85775,0.01105,-1.021,3.9568,0.018649,0.0001089,-0.32841,1.4394,45.937,692.88,0.098965,1.8102,3.3744,0.41488,1.6904,5.3287,0.017365,5.33E-06,0.19178,2.7033,-0.00015107,0.013268,0.010899,2.9033,0.00193,0.013147,-0.020002,2.9562,0.0066035
0.15,1367,4.9093,0.9127,0.31772,3.1885,0.00046511,4.64E-09,0.0070675,2.8218,0.70321,0.0026253,-0.23313,2.7143,0.85775,0.01105,-1.021,3.9568,0.018649,0.0001089,-0.32841,1.4394,45.937,692.88,0.098965,1.8102,3.3744,0.41488,1.6904,5.3287,0.017365,5.33E-06,0.19178,2.7033,-0.00015107,0.013268,0.010899,2.9033,0.00193,0.013147,-0.020002,2.9562,0.016535
0.2,1367,4.9093,0.9127,0.31772,3.1885,0.00046511,4.64E-09,0.0070675,2.8218,0.70321,0.0026253,-0.23313,2.7143,0.85775,0.01105,-1.021,3.9568,0.018649,0.0001089,-0.32841,1.4394,45.937,692.88,0.098965,1.8102,3.3744,0.41488,1.6904,5.3287,0.017365,5.33E-06,0.19178,2.7033,-0.00015107,0.013268,0.010899,2.9033,0.00193,0.013147,-0.020002,2.9562,0.029656
0.01,692,4.9913,1.0129,0.20485,2.8937,0.00092432,2.61E-08,-0.13602,2.8443,0.70487,0.002853,-0.27814,2.9091,0.84935,0.011261,-0.95203,3.6166,0.025872,0.00021644,-0.30062,1.4189,45.113,672.55,0.10582,1.8699,3.3362,0.37471,1.8111,5.8084,0.024276,1.18E-05,0.25764,2.4828,-0.0015991,0.012612,0.071921,2.9631,-0.0014341,0.013148,0.032293,2.6968,9.33E-06
0.05,692,4.9913,1.0129,0.20485,2.8937,0.00092432,2.61E-08,-0.13602,2.8443,0.70487,0.002853,-0.27814,2.9091,0.84935,0.011261,-0.95203,3.6166,0.025872,0.00021644,-0.30062,1.4189,45.113,672.55,0.10582,1.8699,3.3362,0.37471,1.8111,5.8084,0.024276,1.18E-05,0.25764,2.4828,-0.0015991,0.012612,0.071921,2.9631,-0.0014341,0.013148,0.032293,2.6968,0.0010511
0.1,692,4.9913,1.0129,0.20485,2.8937,0.00092432,2.61E-08,-0.13602,2.8443,0.70487,0.002853,-0.27814,2.9091,0.84935,0.011261,-0.95203,3.6166,0.025872,0.00021644,-0.30062,1.4189,45.113,672.55,0.10582,1.8699,3.3362,0.37471,1.8111,5.8084,0.024276,1.18E-05,0.25764,2.4828,-0.0015991,0.012612,0.071921,2.9631,-0.0014341,0.013148,0.032293,2.6968,0.0064963
